file,youtube_title,playlist,description
ch24-p11.mp4,[NGN W2.4 P11] The Petersen (2009) Taxonomy,Week 2 — OLS & Inference,"The Petersen (2009) Taxonomy — NextGen Empirical Finance Camp. Part 11 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p12.mp4,[NGN W2.4 P12] The Code and the Checklist,Week 2 — OLS & Inference,"The Code and the Checklist — NextGen Empirical Finance Camp. Part 12 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p1.mp4,[NGN W2.5 P1] When a Precise Number Is the Wrong Number,Week 2 — OLS & Inference,"When a Precise Number Is the Wrong Number — NextGen Empirical Finance Camp. Part 1 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p2.mp4,[NGN W2.5 P2] Omitted Variable Bias: The Result and the Intuition,Week 2 — OLS & Inference,"Omitted Variable Bias: The Result and the Intuition — NextGen Empirical Finance Camp. Part 2 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p3.mp4,[NGN W2.5 P3] Deriving the OVB Formula: A Product of Two Slopes,Week 2 — OLS & Inference,"Deriving the OVB Formula: A Product of Two Slopes — NextGen Empirical Finance Camp. Part 3 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p4.mp4,[NGN W2.5 P4] The Two-Sign Rule,Week 2 — OLS & Inference,"The Two-Sign Rule — NextGen Empirical Finance Camp. Part 4 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p5.mp4,"[NGN W2.5 P5] Naming the Threat, and Why Controls Are a Bet",Week 2 — OLS & Inference,"Naming the Threat, and Why Controls Are a Bet — NextGen Empirical Finance Camp. Part 5 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p6.mp4,[NGN W2.5 P6] Measurement Error: Deriving Attenuation Bias,Week 2 — OLS & Inference,"Measurement Error: Deriving Attenuation Bias — NextGen Empirical Finance Camp. Part 6 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p7.mp4,[NGN W2.5 P7] The Reliability Ratio and Two Subtleties,Week 2 — OLS & Inference,"The Reliability Ratio and Two Subtleties — NextGen Empirical Finance Camp. Part 7 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p8.mp4,"[NGN W2.5 P8] Non-Classical Error, and Watching Attenuation in Code",Week 2 — OLS & Inference,"Non-Classical Error, and Watching Attenuation in Code — NextGen Empirical Finance Camp. Part 8 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p9.mp4,[NGN W2.5 P9] Functional Form: When the Straight Line Is the Wrong Shape,Week 2 — OLS & Inference,"Functional Form: When the Straight Line Is the Wrong Shape — NextGen Empirical Finance Camp. Part 9 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p10.mp4,[NGN W2.5 P10] Fixing Functional Form and the RESET Test,Week 2 — OLS & Inference,"Fixing Functional Form and the RESET Test — NextGen Empirical Finance Camp. Part 10 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p11.mp4,[NGN W2.5 P11] The Bias-Consistency Ledger,Week 2 — OLS & Inference,"The Bias-Consistency Ledger — NextGen Empirical Finance Camp. Part 11 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p12.mp4,[NGN W2.5 P12] The Bridge to Causal Inference,Week 2 — OLS & Inference,"The Bridge to Causal Inference — NextGen Empirical Finance Camp. Part 12 of 12
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p1.mp4,[NGN W2.L P1] Lab 2: Replicating Fama–MacBeth on CRSP,Week 2 — OLS & Inference,"Lab 2: Replicating Fama–MacBeth on CRSP — NextGen Empirical Finance Camp. Part 1 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p2.mp4,"[NGN W2.L P2] The Two-Pass Method, with the Math",Week 2 — OLS & Inference,"The Two-Pass Method, with the Math — NextGen Empirical Finance Camp. Part 2 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p3.mp4,[NGN W2.L P3] Why It Fixes the Correlation Problem,Week 2 — OLS & Inference,"Why It Fixes the Correlation Problem — NextGen Empirical Finance Camp. Part 3 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p4.mp4,[NGN W2.L P4] Two Paths: Real CRSP and Synthetic,Week 2 — OLS & Inference,"Two Paths: Real CRSP and Synthetic — NextGen Empirical Finance Camp. Part 4 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p5.mp4,[NGN W2.L P5] Running Pass 1 and Pass 2 in Code,Week 2 — OLS & Inference,"Running Pass 1 and Pass 2 in Code — NextGen Empirical Finance Camp. Part 5 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p6.mp4,[NGN W2.L P6] Aggregating and Reading the FM Standard Error,Week 2 — OLS & Inference,"Aggregating and Reading the FM Standard Error — NextGen Empirical Finance Camp. Part 6 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p7.mp4,"[NGN W2.L P7] Wrap-Up: Checks, Extensions, and History",Week 2 — OLS & Inference,"Wrap-Up: Checks, Extensions, and History — NextGen Empirical Finance Camp. Part 7 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor2-p1.mp4,[NGN W2.M P1] The Standard Error Is the Whole Ballgame,Week 2 — OLS & Inference,"The Standard Error Is the Whole Ballgame — NextGen Empirical Finance Camp. Part 1 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor2-p2.mp4,[NGN W2.M P2] Why Naive Standard Errors Lie,Week 2 — OLS & Inference,"Why Naive Standard Errors Lie — NextGen Empirical Finance Camp. Part 2 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor2-p3.mp4,[NGN W2.M P3] Three Socratic Warm-Ups,Week 2 — OLS & Inference,"Three Socratic Warm-Ups — NextGen Empirical Finance Camp. Part 3 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor2-p4.mp4,"[NGN W2.M P4] One Sandwich, Many Fillings",Week 2 — OLS & Inference,"One Sandwich, Many Fillings — NextGen Empirical Finance Camp. Part 4 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor2-p5.mp4,[NGN W2.M P5] Panels and Thinking Like the Referee,Week 2 — OLS & Inference,"Panels and Thinking Like the Referee — NextGen Empirical Finance Camp. Part 5 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor2-p6.mp4,[NGN W2.M P6] Real Panels and the Standard You Defend,Week 2 — OLS & Inference,"Real Panels and the Standard You Defend — NextGen Empirical Finance Camp. Part 6 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p1.mp4,[NGN W3.1 P1] Maya's Number She Can't Trust,Week 3 — Causal Inference,"Maya's Number She Can't Trust — NextGen Empirical Finance Camp. Part 1 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p2.mp4,[NGN W3.1 P2] Two Parallel Worlds and the Switch,Week 3 — Causal Inference,"Two Parallel Worlds and the Switch — NextGen Empirical Finance Camp. Part 2 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p3.mp4,[NGN W3.1 P3] The Fundamental Problem of Causal Inference,Week 3 — Causal Inference,"The Fundamental Problem of Causal Inference — NextGen Empirical Finance Camp. Part 3 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p4.mp4,"[NGN W3.1 P4] The Estimands: ATE, ATT, and LATE",Week 3 — Causal Inference,"The Estimands: ATE, ATT, and LATE — NextGen Empirical Finance Camp. Part 4 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p5.mp4,[NGN W3.1 P5] The Naive Estimator and the Decomposition Trick,Week 3 — Causal Inference,"The Naive Estimator and the Decomposition Trick — NextGen Empirical Finance Camp. Part 5 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p6.mp4,[NGN W3.1 P6] The Master Decomposition: ATT Plus Selection Bias,Week 3 — Causal Inference,"The Master Decomposition: ATT Plus Selection Bias — NextGen Empirical Finance Camp. Part 6 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p7.mp4,[NGN W3.1 P7] SUTVA: The Assumption Hiding in the Notation,Week 3 — Causal Inference,"SUTVA: The Assumption Hiding in the Notation — NextGen Empirical Finance Camp. Part 7 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p8.mp4,[NGN W3.1 P8] How Finance Breaks SUTVA,Week 3 — Causal Inference,"How Finance Breaks SUTVA — NextGen Empirical Finance Camp. Part 8 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p9.mp4,[NGN W3.1 P9] Randomization Zeroes the Bias,Week 3 — Causal Inference,"Randomization Zeroes the Bias — NextGen Empirical Finance Camp. Part 9 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p10.mp4,"[NGN W3.1 P10] The Gold Standard, and When You Cannot Randomize",Week 3 — Causal Inference,"The Gold Standard, and When You Cannot Randomize — NextGen Empirical Finance Camp. Part 10 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch31-p11.mp4,[NGN W3.1 P11] Where Week 3 Goes Next,Week 3 — Causal Inference,"Where Week 3 Goes Next — NextGen Empirical Finance Camp. Part 11 of 11
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p1.mp4,[NGN W3.2 P1] Selection on Observables: The Problem,Week 3 — Causal Inference,"Selection on Observables: The Problem — NextGen Empirical Finance Camp. Part 1 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p2.mp4,[NGN W3.2 P2] The Conditional Independence Assumption,Week 3 — Causal Inference,"The Conditional Independence Assumption — NextGen Empirical Finance Camp. Part 2 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p3.mp4,[NGN W3.2 P3] Overlap and the Curse of Dimensionality,Week 3 — Causal Inference,"Overlap and the Curse of Dimensionality — NextGen Empirical Finance Camp. Part 3 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p4.mp4,[NGN W3.2 P4] The Propensity Score and the Rosenbaum–Rubin Reduction,Week 3 — Causal Inference,"The Propensity Score and the Rosenbaum–Rubin Reduction — NextGen Empirical Finance Camp. Part 4 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p5.mp4,[NGN W3.2 P5] Nearest-Neighbor and Caliper Matching,Week 3 — Causal Inference,"Nearest-Neighbor and Caliper Matching — NextGen Empirical Finance Camp. Part 5 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p6.mp4,[NGN W3.2 P6] The PSM Workflow on Maya's Program,Week 3 — Causal Inference,"The PSM Workflow on Maya's Program — NextGen Empirical Finance Camp. Part 6 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p7.mp4,[NGN W3.2 P7] Balance Diagnostics — and the Firewall,Week 3 — Causal Inference,"Balance Diagnostics — and the Firewall — NextGen Empirical Finance Camp. Part 7 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p8.mp4,[NGN W3.2 P8] When It Fails: CIA Is Untestable,Week 3 — Causal Inference,"When It Fails: CIA Is Untestable — NextGen Empirical Finance Camp. Part 8 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch32-p9.mp4,[NGN W3.2 P9] What You Can Carry Forward,Week 3 — Causal Inference,"What You Can Carry Forward — NextGen Empirical Finance Camp. Part 9 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p1.mp4,[NGN W3.3 P1] Past Matching: Reweighting Toward a Result You Trust,Week 3 — Causal Inference,"Past Matching: Reweighting Toward a Result You Trust — NextGen Empirical Finance Camp. Part 1 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p2.mp4,[NGN W3.3 P2] Inverse-Probability Weighting: Building a Pseudo-Population,Week 3 — Causal Inference,"Inverse-Probability Weighting: Building a Pseudo-Population — NextGen Empirical Finance Camp. Part 2 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p3.mp4,[NGN W3.3 P3] Two IPW Estimators and a Worked Number,Week 3 — Causal Inference,"Two IPW Estimators and a Worked Number — NextGen Empirical Finance Camp. Part 3 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p4.mp4,[NGN W3.3 P4] When IPW Explodes — and What to Do About It,Week 3 — Causal Inference,"When IPW Explodes — and What to Do About It — NextGen Empirical Finance Camp. Part 4 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p5.mp4,[NGN W3.3 P5] Entropy Balancing: Solve for the Weights Directly,Week 3 — Causal Inference,"Entropy Balancing: Solve for the Weights Directly — NextGen Empirical Finance Camp. Part 5 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p6.mp4,[NGN W3.3 P6] Why Entropy Balancing Is Steadier — Maya and Priya,Week 3 — Causal Inference,"Why Entropy Balancing Is Steadier — Maya and Priya — NextGen Empirical Finance Camp. Part 6 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p7.mp4,[NGN W3.3 P7] Two Routes to the Counterfactual,Week 3 — Causal Inference,"Two Routes to the Counterfactual — NextGen Empirical Finance Camp. Part 7 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p8.mp4,[NGN W3.3 P8] Doubly-Robust AIPW: Two Shots at the Truth,Week 3 — Causal Inference,"Doubly-Robust AIPW: Two Shots at the Truth — NextGen Empirical Finance Camp. Part 8 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p9.mp4,"[NGN W3.3 P9] Efficiency, Debiased ML, and Choosing a Method",Week 3 — Causal Inference,"Efficiency, Debiased ML, and Choosing a Method — NextGen Empirical Finance Camp. Part 9 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch33-p10.mp4,[NGN W3.3 P10] The Ceiling They Share — and the Door to Instruments,Week 3 — Causal Inference,"The Ceiling They Share — and the Door to Instruments — NextGen Empirical Finance Camp. Part 10 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p1.mp4,[NGN W3.4 P1] Instrumental Variables: The Escape Hatch,Week 3 — Causal Inference,"Instrumental Variables: The Escape Hatch — NextGen Empirical Finance Camp. Part 1 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p2.mp4,[NGN W3.4 P2] The Problem IV Solves: An Endogenous Regressor,Week 3 — Causal Inference,"The Problem IV Solves: An Endogenous Regressor — NextGen Empirical Finance Camp. Part 2 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p3.mp4,[NGN W3.4 P3] Two Conditions for a Valid Instrument,Week 3 — Causal Inference,"Two Conditions for a Valid Instrument — NextGen Empirical Finance Camp. Part 3 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p4.mp4,[NGN W3.4 P4] The Wald Estimator,Week 3 — Causal Inference,"The Wald Estimator — NextGen Empirical Finance Camp. Part 4 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p5.mp4,[NGN W3.4 P5] 2SLS as Frisch–Waugh–Lovell with an Instrument,Week 3 — Causal Inference,"2SLS as Frisch–Waugh–Lovell with an Instrument — NextGen Empirical Finance Camp. Part 5 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p6.mp4,[NGN W3.4 P6] LATE: Whose Effect Did You Estimate?,Week 3 — Causal Inference,"LATE: Whose Effect Did You Estimate? — NextGen Empirical Finance Camp. Part 6 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p7.mp4,[NGN W3.4 P7] The Anatomy of an IV Table,Week 3 — Causal Inference,"The Anatomy of an IV Table — NextGen Empirical Finance Camp. Part 7 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p8.mp4,[NGN W3.4 P8] Weak Instruments: The Three Pathologies,Week 3 — Causal Inference,"Weak Instruments: The Three Pathologies — NextGen Empirical Finance Camp. Part 8 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p9.mp4,[NGN W3.4 P9] Measuring Instrument Strength: The First-Stage F,Week 3 — Causal Inference,"Measuring Instrument Strength: The First-Stage F — NextGen Empirical Finance Camp. Part 9 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch34-p10.mp4,"[NGN W3.4 P10] The Code, and What to Carry Forward",Week 3 — Causal Inference,"The Code, and What to Carry Forward — NextGen Empirical Finance Camp. Part 10 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p1.mp4,[NGN W3.5 P1] An IV Paper Is a Magic Trick,Week 3 — Causal Inference,"An IV Paper Is a Magic Trick — NextGen Empirical Finance Camp. Part 1 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p2.mp4,[NGN W3.5 P2] Relevance and Exclusion,Week 3 — Causal Inference,"Relevance and Exclusion — NextGen Empirical Finance Camp. Part 2 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p3.mp4,[NGN W3.5 P3] Compliers and Identification,Week 3 — Causal Inference,"Compliers and Identification — NextGen Empirical Finance Camp. Part 3 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p4.mp4,[NGN W3.5 P4] The Pathology and the Ratio,Week 3 — Causal Inference,"The Pathology and the Ratio — NextGen Empirical Finance Camp. Part 4 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p5.mp4,[NGN W3.5 P5] The Deadly Tilt Toward OLS,Week 3 — Causal Inference,"The Deadly Tilt Toward OLS — NextGen Empirical Finance Camp. Part 5 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p6.mp4,[NGN W3.5 P6] Quarter of Birth and Bound–Jaeger–Baker,Week 3 — Causal Inference,"Quarter of Birth and Bound–Jaeger–Baker — NextGen Empirical Finance Camp. Part 6 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p7.mp4,[NGN W3.5 P7] The Cure: Anderson–Rubin Inference,Week 3 — Causal Inference,"The Cure: Anderson–Rubin Inference — NextGen Empirical Finance Camp. Part 7 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p8.mp4,[NGN W3.5 P8] Reading the Weird AR Shapes,Week 3 — Causal Inference,"Reading the Weird AR Shapes — NextGen Empirical Finance Camp. Part 8 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p9.mp4,[NGN W3.5 P9] The Overidentification Test,Week 3 — Causal Inference,"The Overidentification Test — NextGen Empirical Finance Camp. Part 9 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p10.mp4,[NGN W3.5 P10] Many-Instruments Bias: When More Is Worse,Week 3 — Causal Inference,"Many-Instruments Bias: When More Is Worse — NextGen Empirical Finance Camp. Part 10 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p11.mp4,[NGN W3.5 P11] Reproducing the Disaster in Simulation,Week 3 — Causal Inference,"Reproducing the Disaster in Simulation — NextGen Empirical Finance Camp. Part 11 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p12.mp4,[NGN W3.5 P12] The IV Reader's Ledger,Week 3 — Causal Inference,"The IV Reader's Ledger — NextGen Empirical Finance Camp. Part 12 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch35-p13.mp4,[NGN W3.5 P13] Where This Goes Next: From Instruments to Designs,Week 3 — Causal Inference,"Where This Goes Next: From Instruments to Designs — NextGen Empirical Finance Camp. Part 13 of 13
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab3-p1.mp4,[NGN W3.L P1] Building the Weak-IV Disaster: Framing the Lab,Week 3 — Causal Inference,"Building the Weak-IV Disaster: Framing the Lab — NextGen Empirical Finance Camp. Part 1 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab3-p2.mp4,[NGN W3.L P2] The Rigged DGP and the OLS Bias,Week 3 — Causal Inference,"The Rigged DGP and the OLS Bias — NextGen Empirical Finance Camp. Part 2 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab3-p3.mp4,[NGN W3.L P3] 2SLS by Hand: One Draw Swings Wildly,Week 3 — Causal Inference,"2SLS by Hand: One Draw Swings Wildly — NextGen Empirical Finance Camp. Part 3 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab3-p4.mp4,[NGN W3.L P4] The Monte Carlo: Conventional CIs Under-Cover,Week 3 — Causal Inference,"The Monte Carlo: Conventional CIs Under-Cover — NextGen Empirical Finance Camp. Part 4 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab3-p5.mp4,"[NGN W3.L P5] The Effective F, and a Strong Instrument That Works",Week 3 — Causal Inference,"The Effective F, and a Strong Instrument That Works — NextGen Empirical Finance Camp. Part 5 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab3-p6.mp4,[NGN W3.L P6] The Referee's Ledger and Where This Connects,Week 3 — Causal Inference,"The Referee's Ledger and Where This Connects — NextGen Empirical Finance Camp. Part 6 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor3-p1.mp4,[NGN W3.M P1] Finding the Coin Nature Already Flipped,Week 3 — Causal Inference,"Finding the Coin Nature Already Flipped — NextGen Empirical Finance Camp. Part 1 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor3-p2.mp4,[NGN W3.M P2] As-Good-As-Random Assignment and Balance,Week 3 — Causal Inference,"As-Good-As-Random Assignment and Balance — NextGen Empirical Finance Camp. Part 2 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor3-p3.mp4,[NGN W3.M P3] The Exclusion Restriction,Week 3 — Causal Inference,"The Exclusion Restriction — NextGen Empirical Finance Camp. Part 3 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor3-p4.mp4,[NGN W3.M P4] The Complier Population and How to Read One,Week 3 — Causal Inference,"The Complier Population and How to Read One — NextGen Empirical Finance Camp. Part 4 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor3-p5.mp4,[NGN W3.M P5] A Worked Case: Short-Sale Constraints and Crash Risk,Week 3 — Causal Inference,"A Worked Case: Short-Sale Constraints and Crash Risk — NextGen Empirical Finance Camp. Part 5 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch41-p1.mp4,[NGN W4.1 P1] Difference-in-Differences: The 2×2 and the Double Difference,Week 4 — Quasi-Experiments,"Difference-in-Differences: The 2×2 and the Double Difference — NextGen Empirical Finance Camp. Part 1 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch41-p2.mp4,[NGN W4.1 P2] Potential Outcomes and the Parallel-Trends Assumption,Week 4 — Quasi-Experiments,"Potential Outcomes and the Parallel-Trends Assumption — NextGen Empirical Finance Camp. Part 2 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch41-p3.mp4,[NGN W4.1 P3] The TWFE Regression and the Event Study,Week 4 — Quasi-Experiments,"The TWFE Regression and the Event Study — NextGen Empirical Finance Camp. Part 3 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch41-p4.mp4,[NGN W4.1 P4] Pre-Trends Do Not Prove Parallel Trends,Week 4 — Quasi-Experiments,"Pre-Trends Do Not Prove Parallel Trends — NextGen Empirical Finance Camp. Part 4 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch41-p5.mp4,"[NGN W4.1 P5] Inference: Cluster by Unit, and the BDM Lesson",Week 4 — Quasi-Experiments,"Inference: Cluster by Unit, and the BDM Lesson — NextGen Empirical Finance Camp. Part 5 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch41-p6.mp4,[NGN W4.1 P6] The Crack in the 2×2: Toward Staggered Adoption,Week 4 — Quasi-Experiments,"The Crack in the 2×2: Toward Staggered Adoption — NextGen Empirical Finance Camp. Part 6 of 6
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch42-p1.mp4,[NGN W4.2 P1] The Staggered-Adoption Crisis: Setting the Scene,Week 4 — Quasi-Experiments,"The Staggered-Adoption Crisis: Setting the Scene — NextGen Empirical Finance Camp. Part 1 of 14
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch42-p2.mp4,[NGN W4.2 P2] The Result in One Plain Sentence,Week 4 — Quasi-Experiments,"The Result in One Plain Sentence — NextGen Empirical Finance Camp. Part 2 of 14
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch42-p3.mp4,[NGN W4.2 P3] Why TWFE Looks Innocent,Week 4 — Quasi-Experiments,"Why TWFE Looks Innocent — NextGen Empirical Finance Camp. Part 3 of 14
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch42-p4.mp4,[NGN W4.2 P4] Where the Trap Is Set,Week 4 — Quasi-Experiments,"Where the Trap Is Set — NextGen Empirical Finance Camp. Part 4 of 14
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
